OrderID;Date;CustomerID;ProdNumber;Quantity
687;25/05/20;2123;TV805;5
688;26/05/20;1430;DK203;3
689;26/05/20;1982;EB502;4
690;26/05/20;454;EB521;4
691;26/05/20;440;DK207;5
692;26/05/20;801;EB506;3
693;26/05/20;479;BP110;3
694;27/05/20;1599;DS307;2
695;27/05/20;1021;RK606;5
696;27/05/20;1090;DK208;4
697;27/05/20;1581;EB507;3
698;28/05/20;595;RK602;3
699;28/05/20;1635;DK202;4
700;28/05/20;1337;EB520;4
701;28/05/20;658;TV801;5
702;29/05/20;164;EB520;4
703;29/05/20;1525;EB503;5
704;29/05/20;471;TV808;3
705;29/05/20;406;TV804;3
706;29/05/20;730;DS304;3
707;30/05/20;517;EB503;2
708;30/05/20;1083;DS301;2
709;30/05/20;1863;TV807;4
710;30/05/20;845;BP102;4
711;30/05/20;414;DK205;4
712;30/05/20;1415;DS305;5
713;30/05/20;1780;DS305;4
714;30/05/20;1253;RK607;3
715;30/05/20;925;DS302;2
716;31/05/20;1206;RS703;4
717;31/05/20;1837;TV813;4
718;31/05/20;2074;TV806;5
719;31/05/20;126;EB516;4
720;01/06/20;774;BP102;3
721;01/06/20;1853;DK209;3
722;01/06/20;1608;EB508;5
723;01/06/20;125;RK604;2
724;01/06/20;1003;DK205;5
725;02/06/20;1646;TV812;3
726;02/06/20;1292;TV813;2
727;02/06/20;1457;BP109;4
728;02/06/20;1029;DK209;5
729;02/06/20;131;DS304;4
730;02/06/20;2119;TV810;4
731;02/06/20;514;RS702;1
732;02/06/20;672;DK202;2
733;02/06/20;1318;TV802;1
734;02/06/20;1461;RS705;3
735;02/06/20;1912;EB504;4
736;03/06/20;1409;EB513;4
737;03/06/20;24;BP107;5
738;03/06/20;1851;TV810;1
739;03/06/20;875;EB505;4
740;04/06/20;1688;EB507;5
741;04/06/20;325;DK202;6
742;04/06/20;201;TV808;2
743;05/06/20;344;RK607;6
744;05/06/20;1641;EB512;3
745;05/06/20;48;EB502;4
746;05/06/20;74;EB503;4
747;05/06/20;1777;DK209;6
748;06/06/20;1782;DS306;2
749;06/06/20;1378;EB506;3
750;07/06/20;214;EB513;4
751;07/06/20;1326;EB502;2
752;07/06/20;587;RS706;3
753;07/06/20;1484;DK203;5
754;07/06/20;783;EB512;6
755;08/06/20;282;EB507;5
756;08/06/20;1485;DS305;5
757;08/06/20;635;TV809;2
758;08/06/20;334;BP104;6
759;09/06/20;1072;DS305;4
760;09/06/20;326;RS705;6
761;09/06/20;163;TV804;3
762;09/06/20;1408;EB503;1
763;09/06/20;968;EB508;3
764;09/06/20;422;TV808;4
765;10/06/20;1617;EB507;5
766;10/06/20;1275;BP106;2
767;10/06/20;295;EB511;3
768;10/06/20;626;TV803;4
769;11/06/20;1984;EB506;4
770;11/06/20;2034;DK207;4
771;11/06/20;889;EB501;1
772;11/06/20;1004;DK209;5
773;12/06/20;1624;EB518;3
774;13/06/20;1236;RK605;3
775;13/06/20;1793;TV801;5
776;13/06/20;1016;EB509;4
777;14/06/20;279;DK205;2
778;14/06/20;1926;TV813;6
779;15/06/20;1398;BP109;2
780;15/06/20;1571;TV806;3
781;15/06/20;1404;RK606;6
782;16/06/20;976;BP110;4
783;16/06/20;1638;BP108;4
784;16/06/20;513;TV812;3
785;16/06/20;741;DK207;3
786;16/06/20;710;RK602;3
787;16/06/20;871;EB520;4
788;17/06/20;976;TV811;6
789;17/06/20;1195;TV811;4
790;17/06/20;181;EB509;4
791;18/06/20;852;RK604;3
792;18/06/20;1722;RK605;5
793;19/06/20;1944;DK207;4
794;19/06/20;1310;DK204;4
795;19/06/20;1521;EB511;4
796;19/06/20;6;DK205;3
797;19/06/20;1034;TV812;2
798;19/06/20;1607;BP108;1
799;19/06/20;699;BP105;6
800;20/06/20;642;RK604;3
801;20/06/20;795;TV811;2
802;20/06/20;200;DS305;2
803;20/06/20;327;DK203;4
804;20/06/20;1763;EB518;5
805;21/06/20;152;DS303;5
806;21/06/20;1508;TV813;1
807;21/06/20;1389;DS301;3
808;22/06/20;1220;DK204;4
809;22/06/20;651;RK606;6
810;22/06/20;128;RS705;4
811;22/06/20;897;DS303;2
812;22/06/20;1713;DK201;5
813;22/06/20;1775;EB518;1
814;23/06/20;739;TV803;2
815;23/06/20;1929;BP104;3
816;23/06/20;380;DK208;3
817;23/06/20;1332;EB506;3
818;23/06/20;463;RK603;4
819;24/06/20;1707;BP107;3
820;24/06/20;56;TV805;1
821;25/06/20;1852;RK605;3
822;25/06/20;669;DK208;5
823;25/06/20;2001;DK203;4
824;25/06/20;510;RS702;4
825;25/06/20;651;DK205;5
826;25/06/20;643;EB520;5
827;25/06/20;310;BP102;4
828;26/06/20;1075;RS703;3
829;26/06/20;1645;BP107;5
830;26/06/20;775;TV804;6
831;26/06/20;155;RS703;2
832;27/06/20;1084;EB512;4
833;27/06/20;1069;DS302;4
834;27/06/20;485;DK206;4
835;28/06/20;1859;DS305;3
836;28/06/20;886;BP109;4
837;28/06/20;361;BP106;3
838;28/06/20;240;RK607;4
839;28/06/20;800;BP101;4
840;29/06/20;523;RK602;4
841;30/06/20;1851;EB505;3
842;30/06/20;217;RK604;5
843;30/06/20;626;RS706;5
844;01/07/20;1356;RK602;3
845;01/07/20;1397;RK602;4
846;01/07/20;1235;EB505;5
847;01/07/20;760;DK202;4
848;01/07/20;669;DS301;6
849;01/07/20;122;RS706;4
850;02/07/20;1813;BP106;5
851;02/07/20;2073;EB514;4
852;02/07/20;628;TV805;5
853;02/07/20;1531;BP101;6
854;02/07/20;809;EB507;4
855;03/07/20;1843;EB519;4
856;03/07/20;310;TV813;3
857;03/07/20;338;DK201;6
858;04/07/20;1476;TV804;6
859;04/07/20;1867;RS703;3
860;04/07/20;1588;BP106;4
861;04/07/20;1583;RS704;3
862;04/07/20;1761;EB502;3
863;04/07/20;275;BP105;1
864;04/07/20;1507;DS306;4
865;05/07/20;708;BP110;6
866;05/07/20;1665;TV807;3
867;05/07/20;1778;EB517;4
868;05/07/20;1518;DS302;3
869;05/07/20;1452;TV804;6
870;05/07/20;755;TV802;2
871;06/07/20;446;EB521;4
872;06/07/20;581;DS304;3
873;06/07/20;1839;EB507;4
874;07/07/20;244;TV812;1
875;07/07/20;981;EB519;4
876;07/07/20;433;DK204;6
877;08/07/20;2025;DS303;2
878;08/07/20;1963;RK604;5
879;08/07/20;1314;EB517;5
880;08/07/20;1964;DS306;5
881;08/07/20;218;TV803;5
882;08/07/20;2090;TV801;5
883;08/07/20;538;EB503;3
884;08/07/20;764;TV804;3
885;08/07/20;828;TV803;5
886;08/07/20;1240;DS306;3
887;09/07/20;354;EB513;4
888;09/07/20;1408;DS304;2
889;09/07/20;2115;BP102;6
890;09/07/20;1916;EB507;6
891;09/07/20;1803;EB502;2
892;10/07/20;2006;DK204;6
893;10/07/20;854;EB518;6
894;10/07/20;418;DK209;5
895;10/07/20;1427;BP101;3
896;10/07/20;1121;DK205;3
897;10/07/20;1067;DS307;2
898;10/07/20;1208;TV813;5
899;10/07/20;1909;DS306;3
900;11/07/20;1548;EB517;5
901;11/07/20;616;DS307;3
902;11/07/20;1343;TV802;3
903;11/07/20;1408;DK205;3
904;11/07/20;714;BP105;2
905;11/07/20;742;EB502;4
906;12/07/20;717;DS301;2
907;12/07/20;323;DS301;2
908;12/07/20;1756;RS706;1
909;12/07/20;1878;RK602;5
910;12/07/20;1038;EB503;3
911;13/07/20;727;RK605;2
912;13/07/20;1159;EB502;3
913;13/07/20;397;TV807;4
914;13/07/20;1120;TV808;2
915;13/07/20;1370;RS705;2
916;13/07/20;430;TV802;3
917;14/07/20;1814;BP108;5
918;14/07/20;498;EB503;2
919;14/07/20;1406;DK204;2
920;14/07/20;950;EB507;4
921;14/07/20;1756;TV808;5
922;14/07/20;677;RK607;3
923;15/07/20;470;BP109;3
924;15/07/20;1209;TV812;4
925;15/07/20;2102;DK205;2
926;16/07/20;1357;BP108;6
927;16/07/20;1538;BP106;5
928;17/07/20;679;BP102;2
929;17/07/20;1171;EB503;4
930;18/07/20;935;BP108;5
931;18/07/20;1872;TV809;5
932;18/07/20;1665;TV802;3
933;18/07/20;614;TV813;3
934;18/07/20;1794;EB517;3
935;19/07/20;1139;TV810;2
936;19/07/20;98;BP104;6
937;19/07/20;1153;RK602;4
938;19/07/20;1809;RS702;3
939;19/07/20;1225;BP107;5
940;20/07/20;66;BP108;2
941;20/07/20;1259;TV808;3
942;20/07/20;406;DS301;3
943;20/07/20;648;EB507;4
944;20/07/20;184;TV804;4
945;21/07/20;820;EB504;3
946;21/07/20;654;DK201;5
947;21/07/20;1183;DS306;2
948;21/07/20;1121;RK603;4
949;21/07/20;652;EB505;2
950;21/07/20;1284;EB514;5
951;21/07/20;155;DK203;4
952;21/07/20;1202;TV802;4
953;21/07/20;222;RK603;3
954;22/07/20;1806;DS303;3
955;22/07/20;1840;DS303;4
956;22/07/20;1108;DS301;4
957;22/07/20;254;TV804;1
958;22/07/20;134;RK607;4
959;22/07/20;906;TV807;5
960;22/07/20;1226;EB503;3
961;22/07/20;863;RK606;6
962;23/07/20;2107;TV810;4
963;23/07/20;75;RS707;5
964;23/07/20;1651;DK201;2
965;23/07/20;1916;EB512;2
966;24/07/20;603;EB508;2
967;24/07/20;1184;TV808;3
968;25/07/20;575;BP110;5
969;26/07/20;2000;DS306;1
970;26/07/20;1672;DS305;5
971;26/07/20;576;DS302;6
972;26/07/20;1055;EB501;5
973;27/07/20;1303;TV802;1
974;27/07/20;27;BP105;5
975;28/07/20;881;RK605;4
976;28/07/20;1661;RS705;2
977;28/07/20;591;EB519;5
978;28/07/20;1353;EB513;3
979;29/07/20;1179;TV809;1
980;29/07/20;351;RS707;6
981;29/07/20;228;TV809;4
982;29/07/20;1060;BP109;5
983;29/07/20;10;BP110;4
984;29/07/20;674;TV809;3
985;29/07/20;1834;RK607;3
986;30/07/20;1411;DK208;5
987;30/07/20;914;RS703;5
988;30/07/20;499;BP109;2
989;30/07/20;1524;TV809;4
990;30/07/20;2110;DK201;4
991;30/07/20;673;DK207;3
992;31/07/20;382;TV806;2
993;31/07/20;437;DK205;4
994;31/07/20;483;RK607;3
995;31/07/20;575;RS704;5
996;01/08/20;1943;DS305;3
997;01/08/20;1310;BP107;2
998;02/08/20;1012;BP105;4
999;02/08/20;504;DK208;3
1000;03/08/20;1342;TV811;4
1001;03/08/20;1923;RK607;4
1002;03/08/20;1292;BP110;2
1003;03/08/20;1257;BP104;2
1004;03/08/20;1435;RK605;4
1005;03/08/20;1746;BP106;3
1006;03/08/20;1450;DK207;3
1007;03/08/20;1371;EB505;4
1008;03/08/20;695;DS307;5
1009;04/08/20;1461;EB519;6
1010;04/08/20;143;DK203;5
1011;04/08/20;720;EB517;4
1012;04/08/20;787;DK208;5
1013;04/08/20;1468;DK208;3
1014;05/08/20;728;DS304;4
1015;06/08/20;181;EB506;5
1016;06/08/20;931;RK603;2
1017;06/08/20;1786;RS707;1
1018;06/08/20;1851;EB513;4
1019;06/08/20;736;DK206;2
1020;06/08/20;1042;DS301;2
1021;07/08/20;1636;EB512;4
1022;07/08/20;2073;RS703;2
1023;07/08/20;274;RS706;5
1024;07/08/20;465;EB501;4
1025;08/08/20;1770;EB505;6
1026;08/08/20;1725;DS304;4
1027;08/08/20;169;BP102;5
1028;08/08/20;970;RS702;4
1029;08/08/20;1838;EB519;2
1030;09/08/20;1733;RS702;2
1031;09/08/20;1780;RS706;3
1032;09/08/20;1310;DS302;4
1033;09/08/20;1331;DK204;4
1034;09/08/20;1294;BP109;4
1035;10/08/20;1398;RK606;4
1036;10/08/20;1886;TV813;3
1037;10/08/20;1230;DK204;3
1038;10/08/20;154;TV804;3
1039;10/08/20;620;DK207;2
1040;11/08/20;1706;RK607;3
1041;11/08/20;929;EB518;4
1042;11/08/20;1230;TV806;4
1043;11/08/20;1058;DK202;4
1044;11/08/20;334;DS301;5
1045;12/08/20;500;EB504;2
1046;12/08/20;1293;RK602;2
1047;12/08/20;1951;EB506;2
1048;13/08/20;266;EB501;2
1049;14/08/20;1530;TV811;1
1050;15/08/20;1174;EB520;5
1051;15/08/20;47;RS706;3
1052;15/08/20;1161;DS304;5
1053;15/08/20;272;TV811;2
1054;15/08/20;489;RK604;4
1055;15/08/20;1992;RK605;3
1056;15/08/20;2079;BP108;3
1057;16/08/20;1300;DK207;3
1058;16/08/20;146;TV805;6
1059;16/08/20;360;EB517;1
1060;16/08/20;200;EB509;4
1061;17/08/20;1003;RS704;6
1062;17/08/20;429;RS705;4
1063;17/08/20;1122;BP106;4
1064;17/08/20;1434;BP106;3
1065;17/08/20;1050;BP101;4
1066;17/08/20;1723;TV802;3
1067;17/08/20;329;DK202;5
1068;17/08/20;1334;DS302;4
1069;18/08/20;221;BP108;2
1070;18/08/20;1908;RK607;2
1071;18/08/20;559;BP104;5
1072;19/08/20;143;TV813;3
1073;19/08/20;1121;RS703;4
1074;19/08/20;305;EB512;4
1075;19/08/20;1859;EB511;4
1076;20/08/20;968;RS702;4
1077;20/08/20;965;EB516;4
1078;21/08/20;1018;DK201;2
1079;21/08/20;37;DS302;3
1080;21/08/20;974;DK209;5
1081;21/08/20;1479;RS706;1
1082;22/08/20;379;DK208;4
1083;22/08/20;130;DS301;5
1084;22/08/20;601;EB506;3
1085;22/08/20;1837;EB518;2
1086;22/08/20;1549;EB514;4
1087;22/08/20;494;BP107;5
1088;22/08/20;545;EB518;5
1089;23/08/20;1876;EB520;2
1090;24/08/20;542;DK201;4
1091;24/08/20;2047;BP110;2
1092;24/08/20;356;RK604;3
1093;24/08/20;886;DK205;4
1094;24/08/20;1102;RK602;6
1095;24/08/20;1716;DK203;4
1096;24/08/20;793;DK202;4
1097;24/08/20;185;EB516;3
1098;25/08/20;1480;BP101;2
1099;25/08/20;1732;TV803;5
1100;25/08/20;1679;DK206;4
1101;25/08/20;287;BP108;4
1102;25/08/20;420;DK204;5
1103;26/08/20;448;DS303;5
1104;26/08/20;66;RK604;3
1105;26/08/20;818;EB504;4
1106;26/08/20;707;EB519;6
1107;27/08/20;1504;RK606;2
1108;27/08/20;2005;DS301;2
1109;27/08/20;213;TV801;3
1110;27/08/20;1335;TV804;3
1111;27/08/20;666;DS301;3
1112;28/08/20;1161;RS702;6
1113;28/08/20;522;RS707;3
1114;28/08/20;1582;EB511;1
1115;28/08/20;319;DS305;3
1116;29/08/20;1481;RK607;2
1117;29/08/20;1268;BP108;6
1118;29/08/20;314;EB511;1
1119;29/08/20;1016;RS704;5
1120;30/08/20;788;DK208;3
1121;30/08/20;1632;EB505;2
1122;31/08/20;1645;DK202;4
1123;31/08/20;2025;TV808;2
1124;01/09/20;359;BP106;4
1125;01/09/20;864;DS304;3
1126;01/09/20;624;EB504;3
1127;01/09/20;473;DK205;6
1128;01/09/20;602;EB509;2
1129;01/09/20;941;EB509;5
1130;01/09/20;1884;EB509;3
1131;01/09/20;1015;BP101;3
1132;01/09/20;1280;EB503;5
1133;01/09/20;1787;RS703;3
1134;01/09/20;1227;RS702;3
1135;02/09/20;1883;BP108;6
1136;02/09/20;72;BP105;3
1137;02/09/20;404;TV806;3
1138;02/09/20;864;RS703;4
1139;02/09/20;1661;DS306;4
1140;02/09/20;107;RK606;1
1141;02/09/20;1196;RS707;4
1142;03/09/20;1768;TV813;2
1143;03/09/20;416;DS307;6
1144;03/09/20;1444;TV813;5
1145;04/09/20;497;RS707;5
1146;04/09/20;1078;TV809;2
1147;04/09/20;1856;DK207;1
1148;04/09/20;1500;RK602;5
1149;04/09/20;574;EB504;2
1150;04/09/20;733;BP105;4
1151;04/09/20;1933;EB519;5
1152;04/09/20;1845;DS303;6
1153;04/09/20;1482;EB520;2
1154;05/09/20;485;DK201;2
1155;05/09/20;894;DK207;3
1156;05/09/20;1398;TV811;3
1157;05/09/20;1251;BP101;4
1158;05/09/20;127;EB518;1
1159;06/09/20;1225;BP110;2
1160;06/09/20;1099;RS702;3
1161;07/09/20;308;RS707;3
1162;07/09/20;57;EB503;4
1163;07/09/20;193;EB511;2
1164;08/09/20;312;TV807;3
1165;08/09/20;1533;TV808;3
1166;08/09/20;1663;BP102;4
1167;09/09/20;928;RK602;3
1168;09/09/20;1703;EB513;5
1169;09/09/20;643;EB516;2
1170;09/09/20;1941;BP102;5
1171;09/09/20;1501;EB502;2
1172;09/09/20;302;EB509;3
1173;09/09/20;1158;TV809;2
1174;09/09/20;1039;TV810;4
1175;09/09/20;914;DK209;4
1176;10/09/20;1012;DK209;2
1177;10/09/20;1331;RS706;5
1178;10/09/20;1862;TV809;4
1179;10/09/20;843;RK606;4
1180;10/09/20;1339;TV807;5
1181;10/09/20;237;DK202;5
1182;11/09/20;152;RS702;4
1183;11/09/20;1873;EB504;2
1184;11/09/20;112;TV808;3
1185;12/09/20;102;RS707;5
1186;12/09/20;1548;RS703;6
1187;12/09/20;229;EB519;3
1188;12/09/20;603;EB509;2
1189;13/09/20;1969;DK208;2
1190;13/09/20;313;EB513;5
1191;13/09/20;1621;TV804;5
1192;13/09/20;580;TV804;2
1193;13/09/20;858;EB503;5
1194;13/09/20;1465;DS304;5
1195;13/09/20;1119;EB506;6
1196;14/09/20;1039;RS707;4
1197;14/09/20;1230;EB507;3
1198;14/09/20;1364;EB509;3
1199;14/09/20;1158;BP110;4
1200;15/09/20;1375;DK202;5
1201;15/09/20;283;TV807;4
1202;15/09/20;1900;BP106;5
1203;16/09/20;2121;DK206;4
1204;16/09/20;2042;TV810;2
1205;16/09/20;1659;EB503;3
1206;16/09/20;241;BP104;5
1207;16/09/20;997;TV805;3
1208;16/09/20;142;BP110;2
1209;16/09/20;978;DK202;4
1210;17/09/20;422;RS704;2
1211;17/09/20;1843;TV809;6
1212;17/09/20;2000;DK207;5
1213;17/09/20;235;RK605;2
1214;17/09/20;928;TV808;2
1215;17/09/20;1108;EB519;5
1216;17/09/20;1694;TV809;4
1217;18/09/20;615;EB512;4
1218;18/09/20;1277;BP101;5
1219;18/09/20;1347;EB512;4
1220;18/09/20;295;EB514;4
1221;18/09/20;1334;RS704;4
1222;18/09/20;475;RS703;4
1223;19/09/20;267;DS304;2
1224;19/09/20;714;BP105;5
1225;19/09/20;287;EB504;2
1226;19/09/20;307;TV811;2
1227;19/09/20;478;EB514;3
1228;19/09/20;1898;EB511;2
1229;19/09/20;1128;EB509;1
1230;20/09/20;609;TV805;5
1231;21/09/20;604;EB503;2
1232;21/09/20;657;EB514;5
1233;22/09/20;1111;RS706;6
1234;22/09/20;193;DK202;6
1235;22/09/20;1500;BP110;5
1236;22/09/20;2094;RK605;4
1237;22/09/20;239;TV803;2
1238;22/09/20;465;TV801;5
1239;22/09/20;711;EB508;5
1240;22/09/20;111;BP110;3
1241;22/09/20;1492;BP105;6
1242;22/09/20;655;DK202;4
1243;23/09/20;836;RK606;1
1244;23/09/20;1072;BP106;5
1245;23/09/20;391;TV803;3
1246;23/09/20;569;RS704;3
1247;23/09/20;572;BP107;3
1248;23/09/20;1387;TV812;2
1249;24/09/20;715;RS702;2
1250;24/09/20;109;EB518;5
1251;24/09/20;775;TV807;2
1252;25/09/20;273;RK606;6
1253;25/09/20;440;EB516;1
1254;25/09/20;950;EB521;3
1255;25/09/20;1631;TV806;4
1256;25/09/20;605;EB513;4
1257;25/09/20;550;TV801;4
1258;26/09/20;1083;DK203;3
1259;26/09/20;30;DK203;3
1260;26/09/20;1845;TV807;5
1261;26/09/20;77;RS703;4
1262;26/09/20;2114;TV804;2
1263;27/09/20;1352;EB520;5
1264;27/09/20;1255;DK206;2
1265;27/09/20;1072;TV803;3
1266;28/09/20;1646;DS305;3
1267;28/09/20;1386;TV807;4
1268;28/09/20;272;TV811;3
1269;28/09/20;1716;EB513;1
1270;28/09/20;54;RK603;3
1271;28/09/20;316;TV804;2
1272;29/09/20;599;EB511;4
1273;29/09/20;802;DS307;4
1274;29/09/20;162;EB517;3
1275;29/09/20;1607;EB517;2
1276;29/09/20;621;TV809;6
1277;30/09/20;1051;DK204;4
1278;30/09/20;99;DK202;4
1279;30/09/20;71;EB520;4
1280;30/09/20;848;RK603;2
1281;30/09/20;995;RK606;3
1282;30/09/20;163;RK605;3
1283;30/09/20;485;EB501;3
1284;01/10/20;169;RK607;4
1285;01/10/20;1371;DK206;3
1286;01/10/20;1410;EB519;2
1287;01/10/20;1047;DK204;3
1288;02/10/20;1053;RK606;2
1289;02/10/20;1146;TV808;3
1290;02/10/20;1961;DK204;3
1291;02/10/20;476;DK204;2
1292;02/10/20;1450;TV802;2
1293;02/10/20;579;BP108;3
1294;03/10/20;1028;EB506;4
1295;04/10/20;618;TV810;4
1296;04/10/20;1704;RS704;5
1297;04/10/20;773;EB517;4
1298;04/10/20;426;BP105;4
1299;05/10/20;362;DS301;4
1300;05/10/20;2056;BP105;5
1301;05/10/20;1032;EB520;6
1302;05/10/20;218;EB518;5
1303;06/10/20;141;BP107;3
1304;06/10/20;1453;EB502;5
1305;06/10/20;1552;RK606;6
1306;06/10/20;602;RS702;4
1307;07/10/20;866;DS307;4
1308;07/10/20;2055;EB519;5
1309;07/10/20;1636;DK206;3
1310;07/10/20;1263;BP104;3
1311;07/10/20;2078;RK604;1
1312;08/10/20;1101;EB512;4
1313;08/10/20;341;EB504;2
1314;08/10/20;1233;EB519;3
1315;08/10/20;1544;TV803;4
1316;09/10/20;1638;DK203;4
1317;09/10/20;1478;TV802;4
1318;09/10/20;1144;TV804;4
1319;09/10/20;559;TV805;4
1320;10/10/20;534;BP101;2
1321;10/10/20;1460;BP106;5
1322;10/10/20;1035;DK207;5
1323;10/10/20;1695;RK605;6
1324;10/10/20;671;BP102;4
1325;10/10/20;244;TV802;3
1326;10/10/20;703;TV810;4
1327;10/10/20;1366;DK206;2
1328;10/10/20;1850;BP105;6
1329;11/10/20;141;RK604;3
1330;11/10/20;555;DK204;5
1331;11/10/20;1864;EB521;5
1332;12/10/20;1437;DS306;5
1333;12/10/20;1284;EB508;3
1334;12/10/20;357;DS305;3
1335;12/10/20;99;DS305;3
1336;13/10/20;72;TV808;4
1337;13/10/20;1193;RS704;5
1338;13/10/20;843;EB508;3
1339;13/10/20;1920;EB505;3
1340;13/10/20;1766;RS705;4
1341;13/10/20;153;TV806;2
1342;14/10/20;1573;TV810;4
1343;14/10/20;435;EB520;2
1344;14/10/20;1167;DS303;3
1345;14/10/20;1027;EB521;4
1346;14/10/20;636;TV812;6
1347;14/10/20;1630;DK208;2
1348;14/10/20;406;BP105;5
1349;15/10/20;886;EB514;2
1350;15/10/20;946;EB513;1
1351;15/10/20;1295;BP104;2
1352;15/10/20;756;RK607;4
1353;15/10/20;998;BP110;3
1354;15/10/20;631;DK204;2
1355;15/10/20;1834;DS305;3
1356;15/10/20;1397;TV813;4
1357;15/10/20;1726;DS303;5
